Case Number,Date,Primary Type,Location Description,Arrest,Domestic,District,Ward
JA195591,03/10/2017 19:02,ROBBERY,STREET,FALSE,FALSE,16,38
JA195201,03/14/2017 12:01:00 AM,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,8,23
JA195623,03/10/2017 18:00,DECEPTIVE PRACTICE,DRUG STORE,FALSE,FALSE,1,2
JA195568,03/02/2017 17:14,THEFT,RESIDENCE,FALSE,FALSE,8,15
JA195634,02/21/2017 12:00:00 PM,OTHER OFFENSE,APARTMENT,FALSE,FALSE,5,9
JA195678,02/28/2017 08:17:00 PM,DECEPTIVE PRACTICE,OTHER,FALSE,FALSE,20,48
JA188657,03/16/2017 04:05:00 AM,ROBBERY,STREET,FALSE,FALSE,17,33
JA188652,03/16/2017 03:55:00 AM,CRIMINAL DAMAGE,APARTMENT,FALSE,TRUE,4,7
JA188619,03/16/2017 12:35:00 AM,BATTERY,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,12,2
JA188622,03/16/2017 01:15:00 AM,ROBBERY,VEHICLE NON-COMMERCIAL,FALSE,FALSE,12,2
JA188651,03/16/2017 03:27:00 AM,INTERFERENCE WITH PUBLIC OFFICER,JAIL / LOCK-UP FACILITY,TRUE,FALSE,11,24
JA188638,03/16/2017 01:43:00 AM,PUBLIC PEACE VIOLATION,STREET,TRUE,FALSE,7,3
JA188636,03/16/2017 12:21:00 AM,ASSAULT,SIDEWALK,TRUE,TRUE,15,28
JA188655,03/16/2017 02:31:00 AM,CRIMINAL TRESPASS,VEHICLE-COMMERCIAL,TRUE,FALSE,6,21
JA188647,03/16/2017 02:50:00 AM,ASSAULT,RESIDENTIAL YARD (FRONT/BACK),FALSE,TRUE,5,34
JA188672,03/16/2017 05:00:00 AM,CRIMINAL DAMAGE,APARTMENT,FALSE,FALSE,17,38
JA188663,03/16/2017 02:45:00 AM,BATTERY,APARTMENT,FALSE,TRUE,17,39
JA188643,03/16/2017 02:30:00 AM,CRIMINAL DAMAGE,APARTMENT,FALSE,TRUE,10,24
JA188602,03/16/2017 12:30:00 AM,BATTERY,APARTMENT,FALSE,TRUE,2,3
JA188648,03/16/2017 03:00:00 AM,BATTERY,APARTMENT,FALSE,FALSE,2,4
JA188667,03/16/2017 01:30:00 AM,BATTERY,HOTEL/MOTEL,FALSE,TRUE,18,42
JA188668,03/16/2017 12:29:00 AM,BATTERY,APARTMENT,FALSE,TRUE,6,8
JA188662,03/16/2017 03:43:00 AM,WEAPONS VIOLATION,STREET,TRUE,FALSE,25,37
JA197217,03/16/2017 01:30:00 PM,THEFT,APARTMENT,FALSE,FALSE,7,20
JA188664,03/16/2017 04:35:00 AM,PUBLIC PEACE VIOLATION,STREET,TRUE,FALSE,22,19
JA188683,03/16/2017 01:00:00 AM,THEFT,HOSPITAL BUILDING/GROUNDS,FALSE,FALSE,5,34
JA188679,03/16/2017 06:02:00 AM,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,16,38
JA188685,03/16/2017 05:30:00 AM,OTHER OFFENSE,RESIDENCE,FALSE,TRUE,11,24
JA188688,03/16/2017 06:50:00 AM,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,4,8
JA188691,03/16/2017 07:00:00 AM,OTHER OFFENSE,RESIDENCE,FALSE,FALSE,3,5
JA188689,03/16/2017 06:56:00 AM,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,4,8
JA188696,03/16/2017 03:00:00 AM,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,8,23
JA188705,03/16/2017 07:23:00 AM,MOTOR VEHICLE THEFT,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,20,40
JA188710,03/16/2017 07:41:00 AM,ASSAULT,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,5,9
JA188702,03/16/2017 07:10:00 AM,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,25,30
JA188670,03/16/2017 04:54:00 AM,DECEPTIVE PRACTICE,TAXICAB,FALSE,FALSE,1,4
JA188744,03/16/2017 08:00:00 AM,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,25,31
JA188721,03/16/2017 01:00:00 AM,CRIMINAL DAMAGE,APARTMENT,FALSE,FALSE,1,2
JA188752,03/16/2017 01:00:00 AM,BATTERY,HOSPITAL BUILDING/GROUNDS,TRUE,FALSE,4,8
JA188799,03/16/2017 09:30:00 AM,CRIMINAL DAMAGE,RESIDENCE,FALSE,FALSE,5,9
JA188760,03/16/2017 08:33:00 AM,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,5,9
JA188757,03/16/2017 08:45:00 AM,CRIMINAL DAMAGE,STREET,FALSE,FALSE,24,49
JA188754,03/16/2017 08:20:00 AM,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,25,31
JA188750,03/16/2017 08:30:00 AM,THEFT,STREET,FALSE,FALSE,17,39
JA188792,03/16/2017 07:45:00 AM,SEX OFFENSE,STREET,FALSE,FALSE,9,12
JA188745,03/16/2017 08:10:00 AM,BATTERY,STREET,FALSE,FALSE,10,24
JA188848,03/16/2017 12:00:00 AM,CRIMINAL DAMAGE,PARK PROPERTY,FALSE,FALSE,19,46
JA188842,03/16/2017 09:50:00 AM,ASSAULT,APARTMENT,FALSE,FALSE,15,28
JA188751,03/16/2017 08:20:00 AM,WEAPONS VIOLATION,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,TRUE,FALSE,16,41
JA188881,03/16/2017 07:00:00 AM,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,19,43
JA188794,03/16/2017 09:00:00 AM,BATTERY,STREET,FALSE,TRUE,10,22
JA188784,03/16/2017 08:55:00 AM,BATTERY,RESIDENCE,FALSE,TRUE,25,29
JA188823,03/16/2017 09:45:00 AM,CRIMINAL DAMAGE,APARTMENT,FALSE,TRUE,15,28
JA188852,03/16/2017 07:00:00 AM,CRIMINAL DAMAGE,STREET,FALSE,FALSE,8,13
JA188775,03/16/2017 08:30:00 AM,BATTERY,RESIDENCE,FALSE,TRUE,7,16
JA188765,03/16/2017 08:15:00 AM,ASSAULT,RESIDENCE,FALSE,TRUE,9,12
JA188713,03/16/2017 07:50:00 AM,ROBBERY,CTA TRAIN,FALSE,FALSE,9,11
JA188865,03/16/2017 09:30:00 AM,ASSAULT,RESIDENCE,TRUE,FALSE,4,8
JA188899,03/16/2017 10:30:00 AM,THEFT,STREET,FALSE,FALSE,19,47
JA188726,03/16/2017 07:30:00 AM,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,11,2
JA188811,03/16/2017 07:40:00 AM,BATTERY,RESIDENCE,FALSE,TRUE,6,6
JA188880,03/16/2017 10:16:00 AM,OTHER OFFENSE,STREET,FALSE,FALSE,7,6
JA188892,03/16/2017 10:05:00 AM,NARCOTICS,STREET,TRUE,FALSE,11,28
JA188917,03/16/2017 12:00:00 AM,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,24,49
JA188804,03/16/2017 08:35:00 AM,NARCOTICS,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,10,24
JA188869,03/16/2017 08:30:00 AM,OFFENSE INVOLVING CHILDREN,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,17,30
JA188712,03/16/2017 12:15:00 AM,BATTERY,CTA PLATFORM,FALSE,FALSE,1,2
JA196137,03/01/2017 09:00,THEFT,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,7,20
JA188905,03/16/2017 09:55:00 AM,ASSAULT,RESIDENCE,FALSE,TRUE,20,40
JA188884,03/16/2017 01:00:00 AM,THEFT,HOSPITAL BUILDING/GROUNDS,FALSE,FALSE,19,46
JA188836,03/16/2017 09:20:00 AM,ASSAULT,STREET,FALSE,FALSE,22,34
JA188862,03/16/2017 02:00:00 AM,BATTERY,STREET,FALSE,FALSE,14,1
JA188959,03/16/2017 11:15:00 AM,OTHER OFFENSE,SMALL RETAIL STORE,FALSE,TRUE,16,41
JA188946,03/16/2017 11:25:00 AM,PROSTITUTION,STREET,TRUE,FALSE,5,9
JA188963,03/16/2017 11:30:00 AM,CRIMINAL DAMAGE,STREET,FALSE,FALSE,25,30
JA188791,03/16/2017 08:11:00 AM,THEFT,GROCERY FOOD STORE,TRUE,FALSE,20,48
JA188960,03/16/2017 11:45:00 AM,ROBBERY,STREET,FALSE,FALSE,12,25
JA188920,03/16/2017 10:25:00 AM,NARCOTICS,VACANT LOT/LAND,TRUE,FALSE,11,24
JA189003,03/16/2017 10:00:00 AM,BURGLARY,RESIDENCE-GARAGE,FALSE,FALSE,8,13
JA188911,03/16/2017 10:58:00 AM,CRIMINAL TRESPASS,SIDEWALK,TRUE,FALSE,2,4
JA188824,03/16/2017 09:58:00 AM,BATTERY,STREET,FALSE,FALSE,6,21
JA188974,03/16/2017 11:52:00 AM,THEFT,SIDEWALK,FALSE,FALSE,18,42
JA189031,03/16/2017 11:35:00 AM,CRIMINAL TRESPASS,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,20,47
JA188993,03/16/2017 12:00:00 PM,NARCOTICS,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,4,10
JA188838,03/16/2017 09:21:00 AM,ASSAULT,STREET,FALSE,FALSE,8,16
JA188965,03/16/2017 11:30:00 AM,ASSAULT,RESIDENCE,FALSE,TRUE,8,15
JA189058,03/16/2017 11:05:00 AM,PUBLIC PEACE VIOLATION,"SCHOOL, PUBLIC, GROUNDS",TRUE,FALSE,5,9
JA189000,03/16/2017 11:45:00 AM,ROBBERY,SIDEWALK,FALSE,FALSE,10,22
JA188939,03/16/2017 11:07:00 AM,WEAPONS VIOLATION,SIDEWALK,TRUE,FALSE,11,24
JA188989,03/16/2017 11:55:00 AM,BURGLARY,APARTMENT,FALSE,FALSE,3,20
JA188929,03/16/2017 10:25:00 AM,ASSAULT,STREET,FALSE,FALSE,22,34
JA188979,03/16/2017 11:52:00 AM,THEFT,BARBERSHOP,FALSE,TRUE,3,20
JA189028,03/16/2017 12:00:00 PM,ASSAULT,APARTMENT,FALSE,FALSE,3,5
JA189035,03/16/2017 01:02:00 PM,CRIMINAL TRESPASS,RESTAURANT,TRUE,FALSE,25,37
JA189016,03/16/2017 12:40:00 PM,PUBLIC PEACE VIOLATION,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,22,34
JA188815,03/16/2017 09:00:00 AM,ASSAULT,HOTEL/MOTEL,FALSE,FALSE,1,42
JA189046,03/16/2017 12:15:00 PM,THEFT,SMALL RETAIL STORE,FALSE,FALSE,1,42
JA189071,03/16/2017 01:15:00 PM,THEFT,SIDEWALK,FALSE,FALSE,1,42
JA189036,03/16/2017 10:00:00 AM,THEFT,STREET,FALSE,FALSE,12,25
JA189113,03/16/2017 12:30:00 PM,CRIMINAL DAMAGE,STREET,FALSE,FALSE,14,1
JA189067,03/16/2017 12:32:00 PM,OTHER OFFENSE,STREET,TRUE,FALSE,5,34
JA188985,03/16/2017 11:50:00 AM,NARCOTICS,STREET,TRUE,FALSE,25,31
JA189131,03/16/2017 12:00:00 PM,THEFT,HOSPITAL BUILDING/GROUNDS,FALSE,FALSE,18,42
JA189052,03/16/2017 12:25:00 PM,ROBBERY,CTA PLATFORM,FALSE,FALSE,10,24
JA189124,03/16/2017 12:30:00 PM,BATTERY,OTHER,FALSE,FALSE,8,18
JA189007,03/16/2017 12:20:00 PM,ROBBERY,SIDEWALK,FALSE,FALSE,10,24
JA189085,03/16/2017 12:45:00 PM,OTHER OFFENSE,APARTMENT,FALSE,FALSE,2,3
JA188793,03/16/2017 08:50:00 AM,BATTERY,SIDEWALK,FALSE,TRUE,10,24
JA188870,03/16/2017 10:18:00 AM,BATTERY,APARTMENT,FALSE,TRUE,15,37
JA189112,03/16/2017 01:00:00 PM,ASSAULT,GOVERNMENT BUILDING/PROPERTY,TRUE,FALSE,12,27
JA189076,03/16/2017 01:29:00 PM,THEFT,GROCERY FOOD STORE,TRUE,FALSE,10,25
JA188734,03/16/2017 08:05:00 AM,BATTERY,HOSPITAL BUILDING/GROUNDS,FALSE,FALSE,20,40
JA189062,03/16/2017 12:45:00 PM,BATTERY,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,14,1
JA189147,03/16/2017 02:14:00 PM,ASSAULT,APARTMENT,TRUE,FALSE,7,16
JA189116,03/16/2017 01:35:00 PM,BATTERY,APARTMENT,FALSE,TRUE,8,17
JA189177,03/16/2017 02:30:00 PM,THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,19,46
JA189175,03/16/2017 02:30:00 PM,CRIMINAL DAMAGE,STREET,FALSE,FALSE,14,33
JA189174,03/16/2017 10:00:00 AM,THEFT,OTHER,FALSE,FALSE,18,43
JA189185,03/16/2017 12:40:00 PM,THEFT,DEPARTMENT STORE,FALSE,FALSE,1,2
JA189039,03/16/2017 10:48:00 AM,BATTERY,COLLEGE/UNIVERSITY GROUNDS,TRUE,FALSE,5,8
JA189193,03/16/2017 02:30:00 PM,BURGLARY,RESIDENCE-GARAGE,FALSE,FALSE,5,34
JA189176,03/16/2017 12:00:00 PM,THEFT,STREET,FALSE,FALSE,6,6
JA189146,03/16/2017 01:30:00 PM,MOTOR VEHICLE THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,7,6
JA189203,03/16/2017 10:00:00 AM,THEFT,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,18,42
JA189051,03/16/2017 12:56:00 PM,BATTERY,GAS STATION,FALSE,FALSE,7,17
JA189208,03/16/2017 03:00:00 PM,CRIMINAL DAMAGE,RESIDENCE-GARAGE,FALSE,FALSE,16,36
JA189153,03/16/2017 11:10:00 AM,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,3,6
JA189135,03/16/2017 01:55:00 PM,CRIMINAL TRESPASS,APARTMENT,TRUE,FALSE,2,4
JA189238,03/16/2017 02:00:00 PM,THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,16,41
JA189101,03/16/2017 01:35:00 PM,THEFT,SMALL RETAIL STORE,TRUE,FALSE,16,38
JA189210,03/16/2017 02:55:00 PM,ASSAULT,CTA STATION,FALSE,FALSE,19,44
JA189205,03/16/2017 03:45:00 AM,CRIMINAL DAMAGE,RESTAURANT,FALSE,FALSE,19,46
JA189166,03/16/2017 01:33:00 PM,OTHER OFFENSE,STREET,TRUE,FALSE,6,6
JA189190,03/16/2017 11:00:00 AM,CRIMINAL DAMAGE,STREET,FALSE,FALSE,10,24
JA189115,03/16/2017 01:24:00 PM,DECEPTIVE PRACTICE,STREET,TRUE,FALSE,8,18
JA189236,03/16/2017 02:51:00 PM,THEFT,GROCERY FOOD STORE,TRUE,FALSE,20,48
JA189104,03/16/2017 09:15:00 AM,OFFENSE INVOLVING CHILDREN,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,2,3
JA189159,03/16/2017 02:15:00 PM,CRIMINAL DAMAGE,RESIDENCE,FALSE,FALSE,25,29
JA188991,03/16/2017 11:45:00 AM,ASSAULT,ALLEY,FALSE,FALSE,11,28
JA189220,03/16/2017 03:20:00 PM,OTHER OFFENSE,OTHER,FALSE,FALSE,8,18
JA189143,03/16/2017 02:00:00 PM,THEFT,APARTMENT,FALSE,TRUE,11,28
JA189178,03/16/2017 01:50:00 PM,THEFT,DEPARTMENT STORE,TRUE,FALSE,18,42
JA189284,03/16/2017 06:30:00 AM,CRIMINAL DAMAGE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,8,13
JA189250,03/16/2017 03:29:00 PM,ASSAULT,MEDICAL/DENTAL OFFICE,FALSE,FALSE,7,6
JA188720,03/16/2017 07:30:00 AM,ROBBERY,SIDEWALK,FALSE,FALSE,11,27
JA189068,03/16/2017 01:20:00 PM,BATTERY,APARTMENT,FALSE,FALSE,11,28
JA189200,03/16/2017 12:00:00 PM,CRIMINAL DAMAGE,STREET,FALSE,FALSE,19,43
JA189258,03/16/2017 10:00:00 AM,THEFT,STREET,FALSE,FALSE,18,27
JA189294,03/16/2017 10:00:00 AM,THEFT,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,16,38
JA189242,03/16/2017 09:00:00 AM,OTHER OFFENSE,RESIDENCE,FALSE,FALSE,16,41
JA189302,03/16/2017 02:40:00 PM,THEFT,CTA TRAIN,FALSE,FALSE,12,27
JA189196,03/16/2017 02:00:00 PM,MOTOR VEHICLE THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,2,20
JA189128,03/16/2017 01:18:00 PM,BATTERY,DRUG STORE,FALSE,FALSE,22,19
JA188941,03/16/2017 07:40:00 AM,BATTERY,RESIDENCE,FALSE,TRUE,15,28
JA189243,03/16/2017 02:42:00 PM,ASSAULT,RESIDENCE,TRUE,FALSE,6,18
JA189139,03/16/2017 01:50:00 PM,BATTERY,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,11,28
JA189241,03/16/2017 02:00:00 PM,BATTERY,APARTMENT,FALSE,TRUE,17,33
JA189022,03/16/2017 12:03:00 PM,PUBLIC PEACE VIOLATION,SIDEWALK,TRUE,FALSE,6,17
JA189280,03/16/2017 03:40:00 PM,THEFT,SIDEWALK,FALSE,FALSE,10,24
JA189045,03/16/2017 11:54:00 AM,NARCOTICS,STREET,TRUE,FALSE,10,22
JA189295,03/16/2017 02:10:00 PM,BATTERY,STREET,FALSE,FALSE,16,30
JA189356,03/16/2017 02:00:00 PM,THEFT,OTHER,FALSE,FALSE,1,42
JA189310,03/16/2017 03:40:00 PM,NARCOTICS,RESIDENTIAL YARD (FRONT/BACK),TRUE,FALSE,11,24
JA189297,03/16/2017 04:10:00 PM,ASSAULT,RESIDENCE,TRUE,TRUE,10,24
JA189314,03/16/2017 03:55:00 PM,CRIMINAL DAMAGE,SMALL RETAIL STORE,FALSE,FALSE,16,38
JA189277,03/16/2017 03:40:00 PM,THEFT,SMALL RETAIL STORE,TRUE,FALSE,1,42
JA189224,03/16/2017 10:55:00 AM,OTHER OFFENSE,PARKING LOT/GARAGE(NON.RESID.),FALSE,TRUE,16,38
JA189291,03/16/2017 04:05:00 PM,BATTERY,CTA PLATFORM,FALSE,FALSE,24,40
JA189320,03/16/2017 04:25:00 PM,CRIMINAL DAMAGE,APARTMENT,FALSE,TRUE,11,28
JA189091,03/16/2017 01:11:00 PM,WEAPONS VIOLATION,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,TRUE,FALSE,10,24
JA189108,03/16/2017 12:30:00 PM,BURGLARY,APARTMENT,FALSE,FALSE,25,30
JA189411,03/16/2017 02:00:00 PM,OTHER OFFENSE,RESIDENCE,FALSE,FALSE,24,50
JA189374,03/16/2017 09:00:00 AM,BURGLARY,APARTMENT,FALSE,FALSE,11,37
JA189262,03/16/2017 06:21:00 AM,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,1,3
JA189370,03/16/2017 04:43:00 PM,NARCOTICS,STREET,TRUE,FALSE,11,28
JA196162,03/07/2017 09:00,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,20,40
JA189268,03/16/2017 03:55:00 PM,CRIMINAL DAMAGE,SMALL RETAIL STORE,FALSE,FALSE,19,44
JA189387,03/16/2017 02:00:00 PM,THEFT,STREET,FALSE,FALSE,3,20
JA189364,03/16/2017 04:50:00 PM,BATTERY,CHA APARTMENT,FALSE,TRUE,5,9
JA189287,03/16/2017 02:20:00 PM,INTIMIDATION,SPORTS ARENA/STADIUM,FALSE,FALSE,9,25
JA189212,03/16/2017 02:56:00 PM,THEFT,SMALL RETAIL STORE,TRUE,FALSE,5,9
JA189402,03/16/2017 04:50:00 PM,CRIMINAL TRESPASS,CTA BUS STOP,TRUE,FALSE,4,10
JA189300,03/16/2017 04:09:00 PM,THEFT,GOVERNMENT BUILDING/PROPERTY,FALSE,FALSE,2,3
JA189057,03/16/2017 01:08:00 PM,ASSAULT,STREET,TRUE,FALSE,10,22
JA189317,03/16/2017 01:00:00 PM,THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,18,43
JA189396,03/16/2017 03:00:00 PM,OTHER OFFENSE,CONVENIENCE STORE,FALSE,FALSE,25,37
JA189456,03/16/2017 06:10:00 PM,THEFT,GROCERY FOOD STORE,FALSE,FALSE,11,28
JA189095,03/16/2017 10:00:00 AM,BATTERY,RESIDENCE,FALSE,TRUE,6,6
JA189218,03/16/2017 02:50:00 PM,BATTERY,OTHER,FALSE,FALSE,12,27
JA189325,03/16/2017 03:30:00 PM,NARCOTICS,STREET,TRUE,FALSE,3,6
JA189283,03/16/2017 11:50:00 AM,BATTERY,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,12,25
JA189376,03/16/2017 03:30:00 PM,THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,18,43
JA189434,03/16/2017 05:45:00 PM,CRIMINAL DAMAGE,RESIDENCE-GARAGE,FALSE,FALSE,6,21
JA189391,03/16/2017 03:00:00 AM,DECEPTIVE PRACTICE,OTHER,FALSE,FALSE,4,7
JA189424,03/16/2017 03:00:00 PM,CRIMINAL DAMAGE,RESIDENCE-GARAGE,FALSE,FALSE,6,21
JA189383,03/16/2017 05:30:00 AM,THEFT,STREET,FALSE,FALSE,11,24
JA189215,03/16/2017 02:00:00 PM,BATTERY,APARTMENT,FALSE,TRUE,8,15
JA189328,03/16/2017 04:31:00 PM,BATTERY,STREET,TRUE,FALSE,15,28
JA189457,03/16/2017 02:00:00 PM,DECEPTIVE PRACTICE,CHURCH/SYNAGOGUE/PLACE OF WORSHIP,FALSE,FALSE,11,24
JA189191,03/16/2017 12:43:00 PM,ASSAULT,APARTMENT,FALSE,FALSE,24,50
JA189405,03/16/2017 05:00:00 PM,CRIMINAL DAMAGE,GAS STATION,TRUE,FALSE,8,18
JA189380,03/16/2017 04:03:00 PM,OTHER OFFENSE,STREET,TRUE,FALSE,8,15
JA189430,03/16/2017 02:30:00 PM,CRIMINAL DAMAGE,RESIDENCE,FALSE,FALSE,8,13
JA189476,03/16/2017 06:11:00 PM,PUBLIC PEACE VIOLATION,STREET,TRUE,FALSE,7,6
JA189377,03/16/2017 04:55:00 PM,BATTERY,APARTMENT,TRUE,FALSE,17,39
JA189248,03/16/2017 10:05:00 AM,DECEPTIVE PRACTICE,OTHER,FALSE,FALSE,9,12
JA189498,03/16/2017 09:00:00 AM,DECEPTIVE PRACTICE,APARTMENT,FALSE,FALSE,25,31
JA189466,03/16/2017 05:30:00 PM,BATTERY,APARTMENT,FALSE,TRUE,2,4
JA189492,03/16/2017 05:15:00 PM,ASSAULT,SIDEWALK,TRUE,FALSE,19,46
JA189489,03/16/2017 06:00:00 PM,OTHER OFFENSE,RESIDENCE,TRUE,TRUE,9,11
JA189433,03/16/2017 05:30:00 PM,ASSAULT,APARTMENT,TRUE,TRUE,4,7
JA189470,03/16/2017 05:59:00 PM,NARCOTICS,STREET,TRUE,FALSE,8,13
JA189420,03/16/2017 03:00:00 PM,BATTERY,RESIDENCE,FALSE,TRUE,19,47
JA189536,03/16/2017 12:01:00 PM,OTHER OFFENSE,RESIDENCE,FALSE,FALSE,17,39
JA189324,03/16/2017 04:30:00 PM,THEFT,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,8,18
JA189358,03/16/2017 04:35:00 PM,THEFT,SMALL RETAIL STORE,TRUE,FALSE,1,2
JA189441,03/16/2017 05:00:00 PM,THEFT,DRUG STORE,FALSE,FALSE,22,21
JA189486,03/16/2017 02:45:00 PM,OTHER OFFENSE,"SCHOOL, PUBLIC, GROUNDS",FALSE,TRUE,6,8
JA189386,03/16/2017 04:25:00 PM,BATTERY,SIDEWALK,FALSE,FALSE,18,42
JA197963,03/11/2017 17:00,THEFT,RESTAURANT,FALSE,FALSE,18,42
JA189568,03/16/2017 07:15:00 PM,THEFT,SIDEWALK,FALSE,FALSE,9,20
JA189483,03/16/2017 10:00:00 AM,BURGLARY,RESIDENCE,FALSE,FALSE,12,32
JA189316,03/16/2017 03:33:00 PM,OTHER OFFENSE,GOVERNMENT BUILDING/PROPERTY,TRUE,FALSE,12,27
JA189233,03/16/2017 03:15:00 PM,CRIMINAL DAMAGE,STREET,FALSE,FALSE,12,26
JA189530,03/16/2017 09:30:00 AM,CRIMINAL DAMAGE,RESIDENCE-GARAGE,FALSE,FALSE,5,9
JA189566,03/16/2017 07:15:00 PM,OTHER OFFENSE,STREET,TRUE,FALSE,24,50
JA189254,03/16/2017 11:00:00 AM,OTHER OFFENSE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,7,16
JA189518,03/16/2017 12:00:00 PM,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,15,29
JA189543,03/16/2017 06:51:00 PM,OTHER OFFENSE,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,6,17
JA189547,03/16/2017 09:30:00 AM,THEFT,APARTMENT,FALSE,FALSE,25,30
JA189484,03/16/2017 06:00:00 PM,CRIMINAL DAMAGE,OTHER,FALSE,FALSE,4,10
JA189561,03/16/2017 12:30:00 PM,MOTOR VEHICLE THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,25,36
JA189550,03/16/2017 06:35:00 PM,NARCOTICS,APARTMENT,TRUE,FALSE,5,34
JA189540,03/16/2017 03:00:00 PM,THEFT,CTA BUS,FALSE,FALSE,19,47
JA189544,03/16/2017 05:30:00 AM,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,3,20
JA189528,03/16/2017 03:15:00 PM,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,6,18
JA189597,03/16/2017 05:30:00 PM,THEFT,RESTAURANT,FALSE,FALSE,1,2
JA189556,03/16/2017 11:00:00 AM,DECEPTIVE PRACTICE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,12,2
JA189508,03/16/2017 06:50:00 PM,OTHER OFFENSE,ALLEY,FALSE,FALSE,2,3
JA189584,03/16/2017 07:04:00 PM,ASSAULT,RESTAURANT,TRUE,FALSE,9,12
JA189546,03/16/2017 07:06:00 PM,NARCOTICS,SIDEWALK,TRUE,FALSE,10,24
JA196157,01/05/2017 08:00,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,20,48
JA189454,03/16/2017 05:35:00 PM,ASSAULT,"SCHOOL, PUBLIC, BUILDING",TRUE,FALSE,3,5
JA189500,03/16/2017 06:05:00 PM,NARCOTICS,STREET,TRUE,FALSE,11,24
JA189222,03/16/2017 01:15:00 PM,BATTERY,RESIDENCE,FALSE,FALSE,6,17
JA189271,03/16/2017 03:50:00 PM,BATTERY,OTHER COMMERCIAL TRANSPORTATION,FALSE,FALSE,4,10
JA189612,03/16/2017 07:16:00 PM,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,14,26
JA189542,03/16/2017 07:00:00 PM,ASSAULT,GAS STATION,FALSE,FALSE,4,8
JA189406,03/16/2017 04:44:00 PM,BATTERY,APARTMENT,FALSE,FALSE,4,7
JA189401,03/16/2017 04:20:00 PM,ASSAULT,ALLEY,FALSE,FALSE,6,18
JA189589,03/16/2017 06:00:00 PM,THEFT,RESTAURANT,FALSE,FALSE,1,2
JA189453,03/16/2017 06:00:00 PM,ASSAULT,OTHER,FALSE,FALSE,7,6
JA189460,03/16/2017 06:12:00 PM,NON-CRIMINAL (SUBJECT SPECIFIED),POLICE FACILITY/VEH PARKING LOT,TRUE,TRUE,5,9
JA189251,03/16/2017 03:30:00 PM,BATTERY,ALLEY,FALSE,TRUE,6,8
JA189557,03/16/2017 06:35:00 PM,PUBLIC PEACE VIOLATION,STREET,TRUE,FALSE,8,15
JA189627,03/16/2017 12:15:00 PM,OTHER OFFENSE,OTHER,FALSE,TRUE,1,2
