Case Number,Date,Primary Type,Location Description,Arrest,Domestic,District,Ward
JA189384,03/15/2017 09:10:00 PM,CRIMINAL DAMAGE,RESIDENCE,FALSE,FALSE,3,20
JA189308,03/15/2017 04:35:00 PM,THEFT,DEPARTMENT STORE,FALSE,FALSE,1,42
JA189346,03/15/2017 11:00:00 AM,CRIMINAL DAMAGE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,18,32
JA189449,03/15/2017 04:30:00 PM,THEFT,STREET,FALSE,FALSE,12,27
JA189602,03/15/2017 07:30:00 PM,BATTERY,APARTMENT,FALSE,TRUE,6,18
JA189448,03/15/2017 06:00:00 PM,THEFT,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,12,2
JA188376,03/15/2017 06:00:00 PM,BATTERY,SIDEWALK,FALSE,FALSE,8,14
JA189064,03/15/2017 12:13:00 PM,ASSAULT,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,6,6
JA189776,03/15/2017 04:00:00 PM,BURGLARY,APARTMENT,FALSE,FALSE,3,20
JA189706,03/15/2017 04:00:00 PM,ASSAULT,STREET,FALSE,FALSE,4,8
JA188529,03/15/2017 09:34:00 PM,BATTERY,APARTMENT,FALSE,FALSE,24,48
JA188538,03/15/2017 10:35:00 PM,CRIMINAL DAMAGE,RESIDENCE,FALSE,FALSE,7,20
JA189881,03/15/2017 03:00:00 AM,THEFT,RESIDENCE,FALSE,FALSE,6,17
JA188981,03/15/2017 06:00:00 PM,BURGLARY,APARTMENT,FALSE,FALSE,4,7
JA188995,03/15/2017 03:00:00 PM,BATTERY,RESIDENCE,FALSE,TRUE,6,21
JA190012,03/15/2017 11:00:00 AM,CRIMINAL DAMAGE,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,4,7
JA187597,03/15/2017 07:00:00 AM,OFFENSE INVOLVING CHILDREN,RESIDENCE,FALSE,FALSE,9,12
JA190046,03/15/2017 03:21:00 PM,THEFT,GROCERY FOOD STORE,FALSE,FALSE,19,44
JA188573,03/15/2017 11:15:00 PM,ASSAULT,APARTMENT,FALSE,FALSE,9,20
JA188904,03/15/2017 03:30:00 PM,THEFT,STREET,FALSE,FALSE,5,6
JA190157,03/15/2017 02:00:00 PM,THEFT,APARTMENT,FALSE,FALSE,19,32
JA190156,03/15/2017 10:58:00 AM,THEFT,SMALL RETAIL STORE,FALSE,FALSE,18,42
JA190345,03/15/2017 12:00:00 PM,ASSAULT,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,17,30
JA190324,03/15/2017 08:00:00 PM,CRIMINAL DAMAGE,RESIDENCE,FALSE,FALSE,8,18
JA189106,03/15/2017 03:00:00 PM,OTHER OFFENSE,RESIDENCE,FALSE,FALSE,8,14
JA190554,03/15/2017 11:00:00 PM,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,4,8
JA190588,03/15/2017 08:00:00 AM,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,15,28
JA190385,03/15/2017 08:00:00 PM,BURGLARY,OTHER,FALSE,FALSE,12,27
JA187881,03/15/2017 12:25:00 PM,BATTERY,HOTEL/MOTEL,FALSE,FALSE,1,42
JA190889,03/15/2017 09:00:00 AM,CRIMINAL DAMAGE,STREET,FALSE,FALSE,19,43
JA187960,03/15/2017 01:00:00 PM,ASSAULT,RESIDENCE,FALSE,TRUE,4,7
JA190253,03/15/2017 05:00:00 PM,THEFT,STREET,FALSE,FALSE,12,26
JA188098,03/15/2017 04:24:00 PM,THEFT,STREET,FALSE,FALSE,6,6
JA191294,03/15/2017 02:00:00 PM,THEFT,STREET,FALSE,FALSE,3,6
JA191375,03/15/2017 10:00:00 PM,THEFT,APARTMENT,FALSE,FALSE,19,44
JA191602,03/15/2017 09:22:00 PM,OTHER OFFENSE,RESIDENCE,FALSE,FALSE,19,44
JA191760,03/15/2017 04:00:00 PM,THEFT,DEPARTMENT STORE,FALSE,FALSE,18,42
JA191851,03/15/2017 10:00:00 PM,THEFT,STREET,FALSE,FALSE,18,43
JA191184,03/15/2017 08:00:00 AM,THEFT,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,14,35
JA191303,03/15/2017 01:00:00 PM,DECEPTIVE PRACTICE,,FALSE,FALSE,25,31
JA191182,03/15/2017 12:30:00 PM,CRIMINAL DAMAGE,VACANT LOT/LAND,FALSE,FALSE,7,17
JA188126,03/15/2017 12:30:00 PM,CRIMINAL DAMAGE,APARTMENT,FALSE,FALSE,16,38
JA188014,03/15/2017 03:05:00 PM,BATTERY,"SCHOOL, PUBLIC, GROUNDS",FALSE,FALSE,22,21
JA184859,03/12/2017 18:00,OTHER OFFENSE,RESIDENCE,FALSE,FALSE,10,24
JA194890,01/02/2017 08:00,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,8,13
JA194892,02/12/2017 10:30,DECEPTIVE PRACTICE,OTHER,FALSE,FALSE,1,42
JA194990,02/12/2017 05:11,OTHER OFFENSE,APARTMENT,FALSE,FALSE,3,6
JA195045,02/05/2017 00:01,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,4,7
JA194957,01/18/2017 10:00:00 AM,ASSAULT,ALLEY,FALSE,FALSE,6,6
JA195020,02/12/2017 15:00,DECEPTIVE PRACTICE,OTHER,FALSE,FALSE,18,43
JA195079,01/19/2017 02:35:00 PM,THEFT,CTA BUS,FALSE,FALSE,18,42
JA194088,03/15/2017 02:30:00 AM,CRIM SEXUAL ASSAULT,APARTMENT,FALSE,TRUE,14,1
JA194721,03/10/2017 07:25,OTHER OFFENSE,RESIDENCE,FALSE,FALSE,22,21
JA195048,01/09/2017 08:00,CRIMINAL DAMAGE,CONSTRUCTION SITE,FALSE,FALSE,1,2
JA195243,01/22/2017 12:00:00 PM,DECEPTIVE PRACTICE,OTHER,FALSE,FALSE,16,45
JA195172,02/15/2017 01:50:00 PM,DECEPTIVE PRACTICE,SMALL RETAIL STORE,FALSE,FALSE,16,36
JA195037,01/17/2017 01:00:00 PM,THEFT,APARTMENT,FALSE,FALSE,10,22
JA195130,02/10/2017 19:29,DECEPTIVE PRACTICE,SMALL RETAIL STORE,FALSE,FALSE,1,42
JA195520,02/01/2017 15:47,OTHER OFFENSE,RESIDENCE,FALSE,FALSE,4,7
JA193931,03/11/2017 00:01,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,9,11
JA195705,03/11/2017 02:00,OTHER OFFENSE,STREET,FALSE,FALSE,8,13
JA194503,02/09/2017 09:00,MOTOR VEHICLE THEFT,OTHER,FALSE,FALSE,12,2
JA195621,03/13/2017 09:00:00 AM,CRIM SEXUAL ASSAULT,RESIDENCE,FALSE,FALSE,6,9
JA195818,03/11/2017 20:00,THEFT,OTHER,FALSE,FALSE,24,49
JA195738,03/02/2017 12:00,THEFT,STREET,FALSE,FALSE,12,2
JA195881,02/06/2017 09:00,THEFT,FIRE STATION,FALSE,FALSE,5,34
JA194999,03/02/2017 09:00,SEX OFFENSE,RESIDENCE,FALSE,FALSE,10,25
JA195898,03/15/2017 05:00:00 PM,THEFT,RESIDENCE,FALSE,FALSE,6,18
JA195952,03/13/2017 08:00:00 AM,OTHER OFFENSE,RESIDENCE,FALSE,FALSE,25,37
JA194984,02/02/2017 21:00,THEFT,STREET,FALSE,FALSE,9,12
JA195914,02/10/2017 09:00,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,2,4
JA196057,02/18/2017 09:00:00 AM,DECEPTIVE PRACTICE,SIDEWALK,FALSE,FALSE,12,27
JA117605,01/16/2017 12:30:00 AM,MOTOR VEHICLE THEFT,CONVENIENCE STORE,TRUE,FALSE,25,37
JA121842,01/19/2017 02:20:00 PM,MOTOR VEHICLE THEFT,STREET,TRUE,FALSE,19,44
JA172580,03/02/2017 14:38,BATTERY,APARTMENT,FALSE,FALSE,4,5
JA125632,01/22/2017 01:25:00 PM,BATTERY,SPORTS ARENA/STADIUM,TRUE,TRUE,6,21
JA129079,01/25/2017 08:30:00 AM,MOTOR VEHICLE THEFT,STREET,TRUE,FALSE,16,38
JA131373,01/26/2017 10:00:00 PM,MOTOR VEHICLE THEFT,HOTEL/MOTEL,TRUE,FALSE,20,40
JA132905,01/28/2017 09:20:00 AM,MOTOR VEHICLE THEFT,STREET,TRUE,FALSE,25,35
JA134335,01/29/2017 02:30:00 PM,MOTOR VEHICLE THEFT,STREET,TRUE,FALSE,11,28
JA136345,01/30/2017 06:00:00 PM,ROBBERY,SIDEWALK,TRUE,FALSE,7,16
JA138718,02/02/2017 06:06,MOTOR VEHICLE THEFT,STREET,TRUE,FALSE,25,30
JA138891,02/02/2017 08:50,MOTOR VEHICLE THEFT,STREET,TRUE,FALSE,17,33
JA140276,02/03/2017 12:45,ROBBERY,ALLEY,TRUE,FALSE,7,17
JA140460,02/03/2017 14:00,THEFT,SMALL RETAIL STORE,TRUE,FALSE,16,38
JA142227,02/05/2017 04:12,MOTOR VEHICLE THEFT,STREET,TRUE,FALSE,25,36
JA137397,02/01/2017 05:00,MOTOR VEHICLE THEFT,STREET,TRUE,FALSE,25,30
JA142337,02/04/2017 14:00,MOTOR VEHICLE THEFT,STREET,TRUE,FALSE,17,39
JA143281,02/06/2017 07:45,MOTOR VEHICLE THEFT,RESIDENTIAL YARD (FRONT/BACK),TRUE,FALSE,25,31
JA144010,02/06/2017 16:30,MOTOR VEHICLE THEFT,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,25,30
JA144516,02/06/2017 22:30,MOTOR VEHICLE THEFT,STREET,TRUE,FALSE,17,39
JA147929,02/09/2017 19:10,MOTOR VEHICLE THEFT,STREET,TRUE,FALSE,25,31
JA149347,02/10/2017 22:00,MOTOR VEHICLE THEFT,STREET,TRUE,FALSE,11,27
JA150976,02/11/2017 21:30,MOTOR VEHICLE THEFT,VEHICLE NON-COMMERCIAL,TRUE,FALSE,14,26
JA156848,02/17/2017 08:37:00 AM,BATTERY,GROCERY FOOD STORE,TRUE,TRUE,9,12
JA163498,02/22/2017 03:34:00 PM,MOTOR VEHICLE THEFT,PARKING LOT/GARAGE(NON.RESID.),TRUE,FALSE,20,40
JA179015,03/07/2017 22:45,ARSON,STREET,TRUE,FALSE,8,13
JA181492,03/09/2017 20:20,CRIM SEXUAL ASSAULT,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,19,44
JA185534,03/13/2017 01:17:00 PM,BATTERY,APARTMENT,FALSE,FALSE,3,6
JA186080,03/13/2017 04:30:00 AM,BURGLARY,APARTMENT,FALSE,FALSE,10,22
JA186264,03/14/2017 02:35:00 AM,OTHER OFFENSE,STREET,FALSE,FALSE,9,3
JA188382,03/15/2017 07:45:00 PM,BATTERY,RESIDENCE PORCH/HALLWAY,TRUE,FALSE,2,4
JA189642,03/15/2017 08:00:00 PM,BATTERY,AIRPORT EXTERIOR - NON-SECURE AREA,FALSE,FALSE,16,41
JA190079,03/13/2017 10:30:00 AM,THEFT,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,1,2
JA191233,03/13/2017 02:30:00 AM,BATTERY,STREET,FALSE,FALSE,8,18
JA192052,02/21/2017 03:00:00 PM,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,17,30
JA184072,03/11/2017 22:30,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,11,24
JA192111,03/12/2017 23:00,THEFT,RESIDENCE,FALSE,FALSE,19,46
JA192039,03/10/2017 01:00,BURGLARY,RESTAURANT,FALSE,FALSE,6,6
JA189040,03/14/2017 10:00:00 AM,OTHER OFFENSE,OTHER,FALSE,FALSE,1,2
JA171146,02/25/2017 11:00:00 PM,THEFT,OTHER,FALSE,FALSE,18,32
JA171616,02/28/2017 02:40:00 AM,CRIMINAL DAMAGE,STREET,FALSE,FALSE,25,26
JA174906,03/01/2017 18:30,CRIMINAL DAMAGE,STREET,FALSE,FALSE,17,33
JA176124,03/04/2017 23:35,CRIMINAL DAMAGE,STREET,FALSE,FALSE,20,48
JA187014,03/12/2017 23:50,CRIMINAL TRESPASS,STREET,FALSE,FALSE,2,2
JA192444,03/15/2017 04:00:00 PM,SEX OFFENSE,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,1,42
JA192384,03/15/2017 05:00:00 PM,ASSAULT,OTHER,FALSE,FALSE,7,17
JA192577,03/05/2017 23:30,THEFT,RESIDENCE,FALSE,FALSE,15,28
JA192678,03/12/2017 20:00,MOTOR VEHICLE THEFT,STREET,FALSE,FALSE,11,2
JA192705,03/11/2017 16:30,THEFT,TAVERN/LIQUOR STORE,FALSE,FALSE,14,35
JA192696,03/14/2017 12:00:00 PM,DECEPTIVE PRACTICE,RESIDENCE,FALSE,TRUE,20,47
JA192571,03/06/2017 18:00,OTHER OFFENSE,APARTMENT,FALSE,FALSE,14,32
JA192009,03/13/2017 08:00:00 PM,OTHER OFFENSE,APARTMENT,FALSE,FALSE,14,26
JA192666,02/25/2017 11:00:00 AM,OTHER OFFENSE,OTHER,FALSE,FALSE,2,3
JA192759,03/10/2017 18:00,ROBBERY,STREET,FALSE,FALSE,6,8
JA192747,03/01/2017 10:00,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,16,45
JA192699,02/23/2017 12:00:00 PM,DECEPTIVE PRACTICE,BANK,FALSE,FALSE,17,39
JA192805,03/12/2017 16:00,CRIMINAL DAMAGE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,9,14
JA192665,03/05/2017 09:00,DECEPTIVE PRACTICE,APARTMENT,FALSE,FALSE,19,46
JA192907,03/01/2017 00:01,DECEPTIVE PRACTICE,APARTMENT,FALSE,FALSE,10,24
JA192741,03/10/2017 01:00,CRIM SEXUAL ASSAULT,APARTMENT,FALSE,TRUE,10,24
JA192937,03/13/2017 08:00:00 AM,ASSAULT,OTHER,FALSE,FALSE,1,2
JA192901,03/06/2017 18:30,THEFT,APARTMENT,FALSE,FALSE,19,44
JA193003,03/15/2017 10:05:00 AM,DECEPTIVE PRACTICE,,FALSE,FALSE,19,46
JA193013,03/15/2017 11:15:00 AM,CRIMINAL DAMAGE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,12,25
JA192875,03/15/2017 01:38:00 PM,THEFT,RESIDENCE,FALSE,FALSE,3,5
JA192915,03/06/2017 12:00,DECEPTIVE PRACTICE,,FALSE,FALSE,16,38
JA196700,03/17/2017 08:15:00 AM,BURGLARY,OTHER,FALSE,FALSE,18,42
JA192954,03/03/2017 13:00,THEFT,COMMERCIAL / BUSINESS OFFICE,FALSE,FALSE,8,18
JA192893,03/14/2017 06:30:00 PM,THEFT,CTA BUS,FALSE,FALSE,12,1
JA192898,03/15/2017 09:30:00 PM,THEFT,RESTAURANT,FALSE,FALSE,1,42
JA192815,03/15/2017 06:45:00 PM,ASSAULT,STREET,FALSE,FALSE,17,39
JA192995,03/02/2017 18:10,DECEPTIVE PRACTICE,,FALSE,FALSE,19,44
JA192886,03/15/2017 11:00:00 PM,THEFT,BAR OR TAVERN,FALSE,FALSE,18,42
JA192902,03/07/2017 12:45,THEFT,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,12,25
JA192929,03/12/2017 15:15,DECEPTIVE PRACTICE,,FALSE,FALSE,17,39
JA193025,03/02/2017 17:00,BATTERY,OTHER,FALSE,TRUE,19,32
JA193057,03/11/2017 12:30,DECEPTIVE PRACTICE,OTHER,FALSE,FALSE,1,42
JA192959,03/15/2017 01:00:00 PM,THEFT,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,15,28
JA189133,03/14/2017 08:00:00 AM,DECEPTIVE PRACTICE,RESIDENCE,FALSE,TRUE,16,41
JA192811,03/15/2017 02:00:00 PM,BURGLARY,APARTMENT,FALSE,FALSE,16,38
JA192970,02/27/2017 06:30:00 AM,THEFT,VEHICLE NON-COMMERCIAL,FALSE,FALSE,2,4
JA192801,03/05/2017 21:00,THEFT,STREET,FALSE,FALSE,3,20
JA193002,03/10/2017 12:00,OTHER OFFENSE,OTHER,FALSE,TRUE,8,18
JA193103,03/15/2017 04:00:00 AM,THEFT,STREET,FALSE,FALSE,18,43
JA193050,03/11/2017 12:00,BATTERY,SIDEWALK,FALSE,FALSE,24,40
JA193135,03/15/2017 06:00:00 PM,OFFENSE INVOLVING CHILDREN,RESIDENCE,FALSE,FALSE,12,25
JA193331,03/09/2017 21:00,OTHER OFFENSE,RESIDENCE,FALSE,FALSE,7,17
JA181721,03/06/2017 00:00,THEFT,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,FALSE,FALSE,16,41
JA193779,03/07/2017 12:14,OTHER OFFENSE,APARTMENT,FALSE,FALSE,6,17
JA193459,02/21/2017 12:00:00 AM,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,3,20
JA192572,03/14/2017 09:00:00 AM,CRIMINAL DAMAGE,RESIDENCE,FALSE,FALSE,15,37
JA188408,03/15/2017 08:15:00 PM,BATTERY,AIRPORT TERMINAL LOWER LEVEL - NON-SECURE AREA,FALSE,FALSE,16,41
JA193540,02/22/2017 12:00:00 PM,DECEPTIVE PRACTICE,APARTMENT,FALSE,FALSE,19,44
JA193507,03/09/2017 14:36,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,16,38
JA187706,03/15/2017 10:45:00 AM,BATTERY,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,11,28
JA193535,03/11/2017 18:21,DECEPTIVE PRACTICE,OTHER,FALSE,FALSE,25,31
JA193581,03/01/2017 08:00,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,6,6
JA193578,03/03/2017 14:00,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,25,29
JA193531,03/10/2017 17:24,DECEPTIVE PRACTICE,OTHER,FALSE,FALSE,25,30
JA193622,03/10/2017 12:00,CRIMINAL DAMAGE,APARTMENT,FALSE,FALSE,14,26
JA193637,03/13/2017 07:15:00 AM,THEFT,RESIDENCE,FALSE,FALSE,11,28
JA193614,03/13/2017 11:00:00 AM,CRIMINAL DAMAGE,RESIDENCE,FALSE,FALSE,4,8
JA193677,02/24/2017 08:00:00 AM,THEFT,RESIDENCE,FALSE,FALSE,8,15
JA193736,03/09/2017 11:15,THEFT,AIRPORT TERMINAL UPPER LEVEL - SECURE AREA,FALSE,FALSE,16,41
JA193773,03/02/2017 18:32,DECEPTIVE PRACTICE,NURSING HOME/RETIREMENT HOME,FALSE,FALSE,14,26
JA193806,03/08/2017 23:00,DECEPTIVE PRACTICE,SMALL RETAIL STORE,FALSE,FALSE,18,42
JA193821,03/13/2017 03:00:00 PM,SEX OFFENSE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,11,27
JA193836,03/15/2017 06:00:00 PM,THEFT,OTHER,FALSE,FALSE,1,2
JA193831,03/14/2017 10:00:00 AM,THEFT,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,18,32
JA193877,03/10/2017 14:00,THEFT,CURRENCY EXCHANGE,FALSE,FALSE,3,6
JA187897,03/15/2017 01:15:00 PM,THEFT,STREET,FALSE,FALSE,4,10
JA194052,02/27/2017 09:00:00 AM,DECEPTIVE PRACTICE,ATM (AUTOMATIC TELLER MACHINE),FALSE,FALSE,17,39
JA194206,03/06/2017 10:00,ASSAULT,RESTAURANT,FALSE,FALSE,17,39
JA194124,03/03/2017 10:00,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,17,39
JA194223,02/12/2017 10:00,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,18,42
JA194129,03/13/2017 09:00:00 AM,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,18,42
JA194198,03/11/2017 12:00,THEFT,COLLEGE/UNIVERSITY GROUNDS,FALSE,FALSE,12,2
JA194111,02/24/2017 12:45:00 PM,THEFT,MEDICAL/DENTAL OFFICE,FALSE,FALSE,1,2
JA194061,03/13/2017 08:00:00 AM,THEFT,RESIDENCE-GARAGE,FALSE,FALSE,14,32
JA193995,03/09/2017 11:30,THEFT,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,20,48
JA194113,03/15/2017 07:10:00 PM,THEFT,STREET,FALSE,FALSE,14,32
JA194139,03/14/2017 10:53:00 AM,THEFT,AIRPORT EXTERIOR - NON-SECURE AREA,FALSE,FALSE,16,41
JA194320,03/04/2017 20:00,OTHER OFFENSE,RESIDENCE,FALSE,FALSE,8,18
JA194174,03/08/2017 16:00,ASSAULT,SPORTS ARENA/STADIUM,FALSE,TRUE,17,39
JA194105,03/08/2017 15:45,ASSAULT,RESTAURANT,FALSE,FALSE,17,35
JA194271,03/15/2017 06:00:00 PM,THEFT,STREET,FALSE,FALSE,14,32
JA194332,03/02/2017 11:30,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,14,26
JA188586,03/16/2017 12:05:00 AM,BATTERY,APARTMENT,FALSE,TRUE,6,21
JA188610,03/16/2017 12:23:00 AM,BURGLARY,OTHER,FALSE,FALSE,1,42
JA188609,03/16/2017 12:34:00 AM,THEFT,APARTMENT,FALSE,FALSE,9,11
JA188604,03/16/2017 12:05:00 AM,BATTERY,APARTMENT,FALSE,TRUE,4,7
JA188624,03/16/2017 01:05:00 AM,NARCOTICS,APARTMENT,TRUE,FALSE,11,2
JA188613,03/16/2017 12:15:00 AM,BATTERY,CTA PLATFORM,FALSE,FALSE,1,42
JA188626,03/16/2017 01:45:00 AM,BATTERY,HOTEL/MOTEL,FALSE,TRUE,18,42
JA188614,03/16/2017 12:52:00 AM,THEFT,DRUG STORE,TRUE,FALSE,6,6
JA188607,03/16/2017 12:44:00 AM,BATTERY,APARTMENT,FALSE,TRUE,6,17
JA188620,03/16/2017 01:15:00 AM,BATTERY,RESIDENCE,FALSE,FALSE,6,17
JA188646,03/16/2017 02:19:00 AM,CRIMINAL TRESPASS,RESIDENTIAL YARD (FRONT/BACK),TRUE,FALSE,10,22
JA188595,03/16/2017 12:05:00 AM,ROBBERY,STREET,FALSE,FALSE,10,24
JA188633,03/16/2017 01:51:00 AM,THEFT,APARTMENT,FALSE,FALSE,6,8
JA188645,03/16/2017 02:15:00 AM,CRIMINAL DAMAGE,GAS STATION,FALSE,FALSE,22,21
JA188611,03/16/2017 12:00:00 AM,ASSAULT,APARTMENT,FALSE,FALSE,3,5
JA188639,03/16/2017 02:10:00 AM,BATTERY,APARTMENT,FALSE,TRUE,15,29
JA188649,03/16/2017 03:00:00 AM,THEFT,SIDEWALK,FALSE,FALSE,11,28
JA188653,03/16/2017 02:55:00 AM,BATTERY,RESIDENCE,FALSE,TRUE,7,15
JA188615,03/16/2017 01:06:00 AM,CRIMINAL DAMAGE,STREET,TRUE,TRUE,15,28
JA188658,03/16/2017 04:19:00 AM,THEFT,CONVENIENCE STORE,FALSE,FALSE,20,48
JA188650,03/16/2017 03:25:00 AM,BATTERY,SIDEWALK,FALSE,FALSE,6,6
JA194521,03/11/2017 10:00,BURGLARY,RESIDENCE,FALSE,FALSE,9,11
JA194656,03/03/2017 08:00,OTHER OFFENSE,RESIDENCE,FALSE,TRUE,8,15
JA194662,03/02/2017 00:01,OFFENSE INVOLVING CHILDREN,RESIDENCE,FALSE,FALSE,9,16
JA194683,03/10/2017 07:20,OTHER OFFENSE,STREET,FALSE,FALSE,5,34
JA194762,03/10/2017 02:00,CRIMINAL DAMAGE,OTHER,FALSE,FALSE,4,7
JA194750,03/10/2017 14:10,THEFT,GOVERNMENT BUILDING/PROPERTY,FALSE,FALSE,14,32
JA194786,03/15/2017 07:00:00 PM,BURGLARY,APARTMENT,FALSE,FALSE,19,44
JA194742,03/10/2017 02:00,ASSAULT,RESIDENCE,FALSE,FALSE,2,4
JA194845,03/03/2017 09:00,DECEPTIVE PRACTICE,SMALL RETAIL STORE,FALSE,FALSE,1,42
JA194690,03/10/2017 15:00,OFFENSE INVOLVING CHILDREN,RESIDENCE,FALSE,TRUE,3,20
JA194910,03/07/2017 12:30,THEFT,STREET,FALSE,TRUE,15,24
JA194865,03/07/2017 14:30,THEFT,RESIDENCE,FALSE,TRUE,3,7
JA194916,03/15/2017 07:00:00 AM,THEFT,STREET,FALSE,FALSE,25,31
JA194962,02/24/2017 10:00:00 AM,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,8,15
JA194967,03/15/2017 03:00:00 PM,THEFT,CONSTRUCTION SITE,FALSE,FALSE,1,2
JA195078,03/14/2017 12:00:00 PM,THEFT,OTHER,FALSE,FALSE,1,2
JA195017,03/14/2017 08:00:00 AM,OFFENSE INVOLVING CHILDREN,APARTMENT,FALSE,FALSE,24,50
JA194927,03/12/2017 15:00,DECEPTIVE PRACTICE,RESTAURANT,FALSE,FALSE,1,2
JA194995,03/15/2017 12:00:00 PM,OTHER OFFENSE,RESIDENCE,FALSE,TRUE,11,26
JA194985,03/15/2017 09:29:00 PM,OTHER OFFENSE,RESIDENCE,FALSE,FALSE,4,8
JA195010,03/12/2017 15:00,THEFT,RESTAURANT,FALSE,FALSE,1,2
JA194730,03/14/2017 09:00:00 AM,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,11,28
JA195001,02/28/2017 03:00:00 AM,THEFT,AIRCRAFT,FALSE,FALSE,16,41
JA194998,03/14/2017 12:00:00 PM,THEFT,ABANDONED BUILDING,FALSE,FALSE,7,15
JA195053,02/27/2017 11:46:00 AM,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,22,34
JA195047,03/01/2017 16:00,THEFT,APARTMENT,FALSE,FALSE,12,2
JA195027,02/23/2017 03:16:00 PM,THEFT,RESIDENCE PORCH/HALLWAY,FALSE,FALSE,2,4
JA195175,03/15/2017 06:30:00 PM,ASSAULT,APARTMENT,FALSE,FALSE,24,49
JA195260,03/05/2017 16:30,THEFT,OTHER,FALSE,FALSE,1,2
JA195327,03/09/2017 10:35,DECEPTIVE PRACTICE,APARTMENT,FALSE,FALSE,20,40
JA195365,03/12/2017 08:39,OTHER OFFENSE,APARTMENT,FALSE,FALSE,12,1
JA195098,03/07/2017 12:00,THEFT,APARTMENT,FALSE,FALSE,3,6
JA195096,03/03/2017 09:00,DECEPTIVE PRACTICE,ATM (AUTOMATIC TELLER MACHINE),FALSE,FALSE,8,14
JA195317,02/23/2017 08:00:00 PM,CRIMINAL DAMAGE,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,24,50
JA195380,03/03/2017 19:00,THEFT,OTHER,FALSE,FALSE,2,4
JA195381,03/05/2017 09:00,THEFT,APARTMENT,FALSE,FALSE,2,4
JA195373,03/11/2017 12:00,THEFT,APARTMENT,FALSE,FALSE,4,8
JA195432,03/15/2017 10:00:00 PM,MOTOR VEHICLE THEFT,OTHER,FALSE,FALSE,11,2
JA195405,03/04/2017 09:00,BATTERY,RESIDENCE,FALSE,TRUE,8,15
JA195127,03/15/2017 04:30:00 PM,THEFT,CTA TRAIN,FALSE,FALSE,18,42
JA195433,03/10/2017 12:00,BURGLARY,RESIDENCE,FALSE,FALSE,25,30
JA195398,03/14/2017 11:00:00 AM,DECEPTIVE PRACTICE,RESIDENCE,FALSE,FALSE,25,37
JA195494,03/14/2017 06:00:00 PM,OTHER OFFENSE,RESIDENCE,FALSE,TRUE,3,20
JA195552,03/13/2017 09:00:00 AM,CRIMINAL DAMAGE,STREET,FALSE,FALSE,16,41
JA195287,03/13/2017 02:55:00 PM,THEFT,OTHER,FALSE,FALSE,25,36
JA195544,03/01/2017 09:00,THEFT,STREET,FALSE,FALSE,14,32
JA194622,03/09/2017 20:35,DECEPTIVE PRACTICE,,FALSE,FALSE,14,32
JA195506,03/09/2017 22:30,THEFT,OTHER,FALSE,FALSE,18,42
JA194624,03/11/2017 11:00,THEFT,HOTEL/MOTEL,FALSE,FALSE,1,42
JA195320,03/09/2017 10:05,THEFT,ALLEY,FALSE,FALSE,25,30
